station_nm,Latitude,Longitude,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,cluster
106451693,44.69500569,-70.45172316,848,211,270,274,205,320,1.014705882,0.766497462,1.225806452,0.748387097,1.176470588,1.541436464,0.005381805,4
106451797,44.65969407,-70.67189574,829,231,253,252,195,309,1.007407407,0.755357143,1.20661157,0.742268041,1.190677966,1.609561753,0.00583134,4
106451797,44.65969853,-70.67780404,830,240,256.5,263.5,200.5,322,1.036117021,0.785113035,1.210969492,0.776611385,1.173508484,1.527709966,0.005646549,4
106451903,44.52090455,-69.99272114,749,379,229,231,161,287,1.035433071,0.726907631,1.326530612,0.704545455,1.267241379,1.856410256,0.007636603,5
106451903,44.52276845,-69.99333203,753,369,230,231,163,294,1.015748031,0.722972973,1.333333333,0.717391304,1.291828794,1.857142857,0.007830189,5
106451903,44.53008138,-69.99259182,754,369,237,242,174,304,1.021390374,0.724832215,1.323529412,0.71657754,1.31358885,1.859259259,0.007135477,5
106452057,44.47318325,-70.02720782,727,360,227,231,151.5,279,1.01663338,0.67665728,1.25030431,0.667019774,1.208964385,1.854659057,0.007539909,1
106452057,44.49390023,-70.02829584,735,361,243,252,172,283,1.013513514,0.706790123,1.179930796,0.695833333,1.126213592,1.700729927,0.006529709,1
106452057,44.49499271,-70.03085091,736,359,241,249,167,280,1.023504274,0.691666667,1.168,0.68442623,1.127572016,1.708609272,0.00631377,1
106452057,44.50424981,-70.02697595,738,369,234,240,157,264,1.017699115,0.681818182,1.176470588,0.665322581,1.13592233,1.759259259,0.006988198,1
106452553,44.43397437,-70.03114075,709,372,227.5,231,160.5,291.5,1.017324134,0.704130613,1.319647035,0.692714203,1.286049631,1.899079457,0.007498937,5
106452553,44.43833091,-70.02277548,710,376,233,239,165.5,287,1.045898232,0.721759259,1.277216749,0.695527793,1.191511036,1.727272727,0.007086827,5
106452553,44.45472257,-70.01332664,714,398,200,214,151,310,1.065158243,0.739952355,1.581190337,0.704913096,1.465609115,2.073552693,0.010091939,5
106452681,44.38749716,-70.03019988,677,395,214,224,154,291,1.041322314,0.712,1.464566929,0.676844784,1.343949045,2.020833333,0.008867477,5
106452681,44.39501075,-70.02503178,687,384,229,238,162.5,302,1.039305261,0.718349359,1.364513859,0.691500019,1.283033983,1.915492958,0.007896421,5
106452727,44.45768787,-70.40152706,715,209,247,253,183,341,1.022304833,0.723076923,1.346153846,0.697329377,1.314720812,1.93442623,0.007188544,5
106452727,44.47145758,-70.39298342,726,209,235,248,170,336,1.028708134,0.72,1.380530973,0.68907563,1.333333333,2.034188034,0.007696008,5
106452811,44.420169,-70.32135688,700,205,250,260,194,350,1.023622047,0.760233918,1.367567568,0.740506329,1.333333333,1.807407407,0.006822148,5
106452811,44.42689778,-70.32470121,706,202,263.5,268.5,206,356,1.024264706,0.7728036,1.289839661,0.764154705,1.258321558,1.708658009,0.006118724,4
106453289,44.31117519,-70.07778295,621,363,247,258,189,268,1.058282209,0.766283525,1.107142857,0.721556886,1.034946237,1.447004608,0.005656109,4
106453289,44.31983476,-70.07627577,630,357,243,253,181,262,1.048780488,0.745614035,1.082706767,0.711165049,1.024561404,1.44295302,0.005806569,1
106453289,44.31998637,-70.09918217,631,234,238.5,297.5,216,622,1.189041096,0.86300712,2.335619553,0.713745502,1.946533049,2.866029049,0.010916316,5
106453289,44.32420022,-70.08499777,635,364,242.5,260.5,183,259,1.045768747,0.741475723,1.053562421,0.7112841,1.014642857,1.425504135,0.005542081,1
106453289,44.33442494,-70.07373854,644,374,249.5,260,187,267,1.035323235,0.765331665,1.106436878,0.725212964,1.058033182,1.446222222,0.005502563,4
106453571,44.3871984,-70.67919974,675,221,258,256,174,320,1,0.695945946,1.273809524,0.696078431,1.244680851,1.811518325,0.006844605,1
106453571,44.38730988,-70.67877613,676,216,262,261,177.5,320.5,0.988646183,0.669664876,1.238288417,0.697206125,1.210528051,1.807989972,0.006857995,1
106453571,44.39257162,-70.6890276,684,226,260.5,274.5,197.5,343.5,1.033642662,0.755364525,1.345646738,0.713090031,1.298855456,1.84227071,0.006524126,5
106454579,44.1341132,-70.10023006,546,459,325,455,309,316,1.323987539,0.939215686,1.002380952,0.677419355,0.753004005,1.09486166,0.003207131,3
106454579,44.15285035,-70.11201547,556,394,326,460.5,322,329,1.337850009,0.946107301,1.080295593,0.69366199,0.813971692,1.152399804,0.003371702,3
106454579,44.15569079,-70.10253988,557,380,328,468.5,315.5,326.5,1.332109289,0.948695637,1.046297962,0.68876422,0.772006426,1.097458715,0.003311952,3
106454775,44.21468916,-70.57211889,577,223,240,248,179,322,1.040160643,0.773255814,1.373786408,0.718940937,1.303703704,1.81443299,0.00701275,5
106454775,44.24670996,-70.59925698,590,212,250,256,185,337,1.042667394,0.732778442,1.33789395,0.716402116,1.294210174,1.881049888,0.007281034,5
106454929,44.1371008,-70.25190193,548,268,266.5,283.5,188.5,282.5,1.051624602,0.698259912,1.060889713,0.672009985,1.015008873,1.470581873,0.005026743,1
106454929,44.13867041,-70.25385055,549,285,267,280,185,256,1.043879908,0.669966997,1.022988506,0.654867257,0.988857939,1.495049505,0.005206105,1
106454929,44.14390093,-70.24829897,550,271,260,284,189,267,1.046783626,0.705454545,1.02016129,0.68839779,0.985436893,1.451505017,0.005267748,1
106454929,44.15230188,-70.25990155,554,240,285,308,209,304.5,1.051935987,0.723224436,1.101650126,0.696706989,1.03718845,1.496235619,0.004969558,2
106455251,44.10693944,-70.27916041,539,254,241.5,251.5,190,288,1.056415811,0.803670096,1.275662195,0.749213836,1.174200136,1.600531915,0.006419904,4
106455251,44.10937411,-70.27902218,540,261,248,261,195,303,1.046783626,0.785522788,1.259259259,0.742424242,1.174647887,1.609467456,0.006104858,4
106456127,44.04703588,-70.43316884,514,219,238,246,195,316,1.030434783,0.790874525,1.277978339,0.753333333,1.235059761,1.623481781,0.006454183,4
106456127,44.05165997,-70.43332491,516,214,234.5,235.5,188,296,1.037657323,0.779679256,1.301898734,0.748170732,1.236068111,1.69012605,0.006745332,4
106456205,44.03390383,-70.47900394,508,223,233,235,160,282,1.005586592,0.705329154,1.229559748,0.713675214,1.184,1.691666667,0.006979167,5
106456205,44.05438894,-70.47845101,518,213,239,234,173,289,0.984848485,0.70984456,1.189781022,0.713675214,1.162162162,1.656716418,0.00641091,1
106456205,44.06583099,-70.48805146,523,215,250,247,188,300,0.994680851,0.720588235,1.205194805,0.718978102,1.186131387,1.637254902,0.005876761,1
106456205,44.06588004,-70.48762339,524,218,252,247,188,299.5,0.99288872,0.722837073,1.193996416,0.720313793,1.184155472,1.628762761,0.005948683,1
106456205,44.07133352,-70.49555167,526,221,256,253,186,310,0.994708995,0.72260274,1.214797136,0.725085911,1.201058201,1.704225352,0.006336896,1
106456205,44.08563832,-70.50952203,531,212,261.5,251,186,315,1,0.722181593,1.257237386,0.735634394,1.215311979,1.667071573,0.006131516,1
106456205,44.08828702,-70.49226085,533,214,249,244,177,295,1,0.724898122,1.201756094,0.725750541,1.206279273,1.681746805,0.006160257,1
106456225,44.0283032,-70.38220132,504,221,230,241,171,309,1.048611111,0.75203252,1.345991561,0.722857143,1.271317829,1.8203125,0.007202576,5
106456225,44.03084042,-70.37852256,506,213,226,230,169,298,1.042105263,0.734643735,1.299342105,0.713043478,1.242138365,1.754385965,0.007571642,5
106570771,45.37558045,-70.2814836,1171,385,272,275,223,340,1,0.785522788,1.228882834,0.80126183,1.25087108,1.578651685,0.005799567,4
106570913,45.36086987,-70.36316542,1167,348,244,243,173,294.5,1,0.728852176,1.25372397,0.753731343,1.275075415,1.725518249,0.007043039,5
106571295,45.322642,-70.63833208,1145,451,260,263,209,358,1.012244898,0.808362369,1.334117647,0.800632911,1.334608031,1.676595745,0.006379585,4
106571295,45.33667033,-70.66748569,1156,452,265.5,263.5,209.5,348,0.979489498,0.769967593,1.338792802,0.791306349,1.361072261,1.697780433,0.006310332,4
106571295,45.34273025,-70.67539167,1158,439,255,262,200,338,0.963709677,0.765625,1.312280702,0.788751715,1.323193916,1.723214286,0.006442786,4
106571295,45.35192937,-70.69533723,1161,418,260.5,267.5,210.5,341,0.967090041,0.771906557,1.290830582,0.790027624,1.335278216,1.699626766,0.006373731,4
106571295,45.35658468,-70.70402356,1165,461,237,248,192,332,0.994897959,0.782161235,1.410614525,0.788203753,1.409937888,1.796610169,0.00700915,4
106571309,45.23607747,-70.26573852,1113,196,247.5,254.5,183,308,0.986219975,0.716544317,1.259938067,0.726125172,1.285481749,1.790940132,0.006513779,1
106571465,45.16571286,-70.11131985,1086,192,275,286.5,237.5,353.5,1.005897227,0.812777647,1.271357039,0.80325346,1.24972162,1.567180372,0.00556922,4
107204271,43.58769496,-71.16913901,245,375,237,240,170,262,1.018099548,0.736842105,1.169642857,0.718894009,1.140449438,1.580547112,0.006494678,5
107204271,43.58961237,-71.16998624,247,379,241,248,174,266,1.022955524,0.725099602,1.12605042,0.710280374,1.086956522,1.577380952,0.006307203,1
107204271,43.59091443,-71.13200362,249,340,241.5,242.5,176.5,272,1.01310208,0.715940936,1.142686368,0.709472491,1.125664732,1.593418367,0.006259121,1
107204271,43.5972196,-71.15998894,253,387,242,247,173,282,1.028368794,0.733840304,1.190322581,0.709821429,1.14957265,1.638755981,0.006507722,5
107204271,43.59999762,-71.16670434,257,376,252,256,179.5,260.5,1.020243053,0.722507755,1.079822087,0.713297378,1.056487231,1.504445066,0.005571231,1
107204271,43.60271767,-71.15334934,259,373,252,255,180,270,1.012448133,0.709677419,1.079136691,0.711743772,1.041666667,1.483333333,0.005541138,1
107204271,43.60310116,-71.15345635,260,375,257,262,185,274,1.016556291,0.718992248,1.090909091,0.713947991,1.06122449,1.495016611,0.005572025,1
107204287,43.65174103,-71.51794773,302,387,258,262,175,299,0.996563574,0.684536082,1.138242894,0.670833333,1.124645892,1.731788079,0.006268041,1
107204287,43.65859913,-71.52359741,311,381,272,273,182,295,1.006944444,0.681578947,1.116113744,0.679389313,1.092269327,1.645833333,0.00591205,1
107204287,43.66598786,-71.53247548,318,398,264.5,264,176,304.5,1.001453488,0.670751573,1.163944606,0.668106178,1.143903514,1.803551815,0.006415471,1
107204587,43.48269205,-71.16439899,183,333,268,272,180,308,0.975,0.654471545,1.138392857,0.666666667,1.145251397,1.74368231,0.00617284,1
107204587,43.49322891,-71.15175298,188,322,265.5,270,176.5,302.5,0.99395654,0.667824074,1.132888688,0.677500884,1.122336834,1.708320032,0.006141658,1
107204587,43.49392898,-71.13461665,189,319,257,258,162,295,0.991354467,0.651917404,1.161512027,0.655913978,1.175438596,1.783898305,0.00680263,1
107204611,43.54644382,-71.46768029,206,407,259,265,173,290,1.0041841,0.677824268,1.136612022,0.666666667,1.120437956,1.701923077,0.006229536,1
107204611,43.54727767,-71.4683982,208,407,257,267,174,291,1.027777778,0.665957447,1.147169811,0.667613636,1.12972973,1.721854305,0.006376438,1
107204653,43.49504376,-71.2490461,190,363,262,273,195,313,1.013636364,0.726141079,1.188340807,0.713004484,1.156773212,1.650793651,0.006072528,1
107204653,43.49727777,-71.24994238,192,376,267,284.5,203.5,323,1.007306385,0.729618963,1.169191919,0.719871393,1.150257118,1.617209834,0.005698555,1
107204653,43.50754708,-71.25618067,194,371,272,271,196,308,0.99068323,0.704651163,1.135646688,0.697399527,1.120240481,1.544354839,0.005531359,1
107204653,43.51469502,-71.25888734,196,359,275,282,198,303,0.989932886,0.702380952,1.088642659,0.695945946,1.094890511,1.560606061,0.005373754,1
107204653,43.54660434,-71.27194359,207,402,274,259.5,170.5,251,0.96626843,0.665366162,0.937173203,0.679721254,0.969473062,1.43190774,0.005014746,1
107204653,43.5475363,-71.23412149,209,376,255,244,166.5,251.5,0.97003367,0.678635895,0.948384948,0.687862171,0.975214988,1.440994475,0.005393482,1
107204653,43.5513845,-71.21027422,212,399,258,263,179,283,1.007832898,0.702020202,1.078804348,0.692307692,1.075757576,1.618320611,0.005901087,1
107204653,43.56194365,-71.191109,218,421,249,250,170,289,1.023076923,0.692520776,1.225988701,0.674911661,1.191780822,1.786259542,0.006771188,1
107204653,43.56281764,-71.30763423,219,386,270.5,263,179,250.5,0.969068878,0.658616352,0.929892825,0.69451868,0.962979177,1.391574253,0.005078417,1
107204653,43.56558228,-71.45939082,221,377,263,272,175,275,1.014634146,0.655367232,1.011869436,0.648026316,1.009677419,1.588235294,0.005799936,1
107204653,43.56958209,-71.21588823,223,391,273,269,187,263,0.986737401,0.676470588,0.977272727,0.683760684,0.992156863,1.470588235,0.00534339,1
107204653,43.57136127,-71.21795279,226,405,260,257,173,250,0.987096774,0.668224299,0.967078189,0.679127726,0.992021277,1.47826087,0.005238114,1
107204653,43.57604333,-71.46020683,230,362,271.5,269,178.5,273.5,1,0.671164622,1.044917887,0.670904907,1.051069093,1.577598414,0.005745554,1
107204653,43.57613697,-71.21755593,231,398,268.5,270.5,186.5,277.5,1.008743681,0.697272026,1.016995614,0.693938054,1.012001702,1.476831609,0.00525995,1
107204653,43.58359705,-71.46319443,240,379,270,267,172,274,1.005263158,0.664948454,1.05625,0.66618705,1.059288538,1.611940299,0.005785881,1
107204653,43.58861354,-71.40536881,246,383,263,264,177,263,0.985148515,0.684472934,1.006920415,0.684210526,1.004464286,1.501901141,0.005350062,1
107204653,43.59119536,-71.34100169,250,417,264,252,165,222,0.968208092,0.641414141,0.852507375,0.67804878,0.869791667,1.293103448,0.004776179,1
107204653,43.59218082,-71.25949824,251,429,271,264,183,272,0.995780591,0.666666667,1.019230769,0.671388102,1.021406728,1.517241379,0.005408221,1
107204653,43.59791522,-71.41395704,254,374,268,273.5,184,258,0.992247209,0.691982942,1.009081633,0.68535623,1.004335586,1.488849064,0.005265781,1
107204653,43.59888285,-71.32304934,256,407,266,250,174,220,0.955911824,0.655367232,0.82464455,0.683982684,0.860406091,1.251798561,0.004434844,1
107204653,43.60725704,-71.40713907,261,380,286,265.5,182,249.5,0.957251012,0.658680057,0.898466787,0.688283208,0.928932159,1.369555354,0.004605282,1
107204653,43.61055677,-71.2612685,263,404,252,257.5,170,281,1.014134855,0.683295626,1.120312978,0.660500684,1.087479628,1.645823726,0.006255986,1
107204653,43.6139992,-71.41038976,267,388,282,270.5,182,242,0.966598771,0.637620274,0.869960768,0.668230978,0.914640388,1.36169974,0.004763333,1
107204653,43.62020627,-71.43330508,269,390,282.5,271.5,181,263.5,0.993857597,0.668615077,0.971244293,0.669805195,0.99144299,1.512426675,0.005116,1
107204653,43.62366653,-71.30700104,272,439,257,265,175,280,1.01650165,0.692982456,1.124,0.671309192,1.101626016,1.65625,0.006144721,1
107204653,43.63530032,-71.4750824,284,377,288,286,192,299,0.986206897,0.668874172,1.054101222,0.673640167,1.04950495,1.598591549,0.005475906,1
107204653,43.63823887,-71.33445573,285,407,266,261,184,261,0.993421053,0.694006309,0.984220907,0.683189655,0.961636829,1.420560748,0.004904271,1
107204653,43.63895233,-71.3593598,286,408,268,262.5,174,231.5,0.959100033,0.655325829,0.868658555,0.683877415,0.883953637,1.333941059,0.004738345,1
107204653,43.63988874,-71.30650162,288,412,252,251.5,176,255.5,1.003275845,0.686966224,1.014820239,0.694719875,1.005291005,1.482607381,0.005676636,1
107204653,43.64118634,-71.33285045,289,398,261.5,255,181,270,0.993877589,0.705511856,1.027530415,0.681758415,1.021540916,1.498031496,0.005506856,1
107204653,43.64227882,-71.31252587,292,405,258,259,188,257,1,0.710691824,1.008576329,0.697530864,0.985436893,1.44973545,0.005211441,1
107204653,43.64229665,-71.36287358,293,391,274,259,169,225,0.958656331,0.642622951,0.856643357,0.666666667,0.875816993,1.328571429,0.004908836,1
107204653,43.64483834,-71.28766638,295,424,249.5,266,183.5,323,1.0555092,0.760742613,1.331230096,0.707384463,1.21632893,1.734264702,0.006914246,5
107204653,43.6448428,-71.4806964,296,379,282,286,189,300,0.991017964,0.671511628,1.059760956,0.6725,1.070844687,1.58,0.005487519,1
107204653,43.64864195,-71.28180712,297,395,249,251,184,291,1.049751244,0.746630728,1.241245136,0.711340206,1.172222222,1.652631579,0.006598894,5
107204653,43.64919934,-71.41840276,298,389,284,271,181,270,0.973063973,0.666666667,0.966292135,0.671910112,0.98679868,1.486187845,0.004996229,1
107204653,43.65490699,-71.49243722,305,387,283,293,199,299,1.006644518,0.696385542,1.120879121,0.688461538,1.069948187,1.585,0.005184612,1
107204653,43.65666834,-71.35777682,309,422,272.5,309.5,181,248,1.140747631,0.69752142,0.894235322,0.604853101,0.77316721,1.306243048,0.004506471,2
107204653,43.66364683,-71.29419896,316,422,240,243,170,276,1.026856525,0.719068878,1.189202836,0.703783182,1.148599687,1.680514898,0.006652315,1
107204653,43.67496403,-71.34592007,321,416,237,237.5,167,269,1.001766784,0.711527871,1.131064455,0.710215677,1.130166701,1.637983533,0.006561814,1
107204653,43.68175078,-71.30111503,324,465,236,242,171,271,1,0.720403023,1.121794872,0.709580838,1.125925926,1.575539568,0.00634762,1
107204653,43.68383764,-71.33033552,325,428,250,246.5,177,265.5,0.997894501,0.715051203,1.061459768,0.720479366,1.064820067,1.510819922,0.005562767,1
107204653,43.68390007,-71.43340318,326,395,288,271,185,267,0.977464789,0.661721068,0.959537572,0.689804772,0.978873239,1.483333333,0.004975564,1
107204653,43.68695009,-71.32110518,327,528,245.5,253,175.5,282.5,1.011818102,0.719056737,1.150199179,0.703426035,1.125900576,1.602524287,0.006192189,1
107204653,43.6884974,-71.3415011,329,480,252,252,176,269,0.998931624,0.715459031,1.080048917,0.72177105,1.076619433,1.490897054,0.005927795,1
107204653,43.68954083,-71.33516026,330,499,244,247,176,272,1,0.722077922,1.094915254,0.715277778,1.080645161,1.548387097,0.005937586,1
107204653,43.69149392,-71.33928939,332,507,245,247,174,278,1.005128205,0.730878187,1.114754098,0.719557196,1.096045198,1.542553191,0.006102126,1
107204653,43.69757167,-71.44477389,338,410,302.5,300,206.5,317.5,0.99358133,0.688934656,1.074204984,0.689635713,1.044730865,1.531270989,0.004775645,1
107204653,43.70588789,-71.45696507,339,464,290,289.5,198,321.5,1.009720978,0.704898741,1.132891832,0.695432984,1.116699092,1.65070652,0.005484127,1
107204653,43.70629813,-71.35441912,340,533,256,273,206,330,1.063636364,0.800884956,1.350574713,0.740540541,1.244111349,1.693989071,0.006143035,4
107204653,43.70809515,-71.35741118,343,525,266,276,211,339,1.054621849,0.790566038,1.341085271,0.746268657,1.249492901,1.714285714,0.006012228,4
107204653,43.71584953,-71.36894241,348,548,255,269,194,310,1.068496364,0.803983426,1.255365202,0.739767143,1.172292202,1.571040373,0.006140521,4
107204653,43.71886388,-71.40951577,351,592,237,245,185.5,301.5,1.061143791,0.797400194,1.368307593,0.739864865,1.26517757,1.743315508,0.007054585,5
107204653,43.72171324,-71.37905565,355,571,252,258,195,307,1.060453401,0.791821561,1.272727273,0.74584323,1.20746888,1.627906977,0.006144779,4
107204653,43.7241167,-71.39812277,359,591,234,246,174,317,1.067357513,0.79245283,1.358974359,0.734439834,1.295238095,1.775362319,0.007122032,5
107204653,43.72614113,-71.37566674,362,610,239,253,184.5,318,1.065995782,0.791664154,1.390910837,0.729830193,1.29032813,1.766050593,0.007130661,5
107204653,43.73030593,-71.38744322,370,597,227,249,191,340,1.064935065,0.805232558,1.531400966,0.758454106,1.392405063,1.87755102,0.007955641,5
107204833,43.48839078,-71.51780058,187,372,251.5,261.5,173,289.5,1.029423293,0.682105814,1.144530545,0.658073344,1.075619645,1.675444371,0.006527575,1
107204833,43.53424818,-71.50524821,199,368,265.5,263,181,272.5,0.976278655,0.678065082,1.02413821,0.682000441,1.04016129,1.539565697,0.005580029,1
107204833,43.54078968,-71.50527051,203,366,265.5,262.5,173,268,0.989516474,0.672687334,1.019339068,0.676380033,1.023563393,1.537703676,0.005613179,1
107204833,43.57025988,-71.52669649,225,368,270,273,185,316,1.003895735,0.679439913,1.149116162,0.679349829,1.152569146,1.676123876,0.00594333,1
107204833,43.57805438,-71.52890374,233,368,275.5,281.5,198.5,314,1,0.675291204,1.139453748,0.687071918,1.130629441,1.67697103,0.005816769,1
107204833,43.58286575,-71.53558794,239,405,274,277,189,317,0.994708995,0.6875,1.180555556,0.692307692,1.166666667,1.717948718,0.006084746,1
